pokemon_number,pokemon_name,pokemon_url,pokemon_height,pokemon_weight,pokemon_types
0648,Meloetta,https://pokemondb.net/pokedex/meloetta,0.6 m (2′00″),6.5 kg (14.3 lbs),"Normal,Psychic,Normal,Fighting"
0647,Keldeo,https://pokemondb.net/pokedex/keldeo,1.4 m (4′07″),48.5 kg (106.9 lbs),"Water,Fighting,Water,Fighting"
0646,Kyurem,https://pokemondb.net/pokedex/kyurem,3.0 m (9′10″),325.0 kg (716.5 lbs),"Dragon,Ice,Dragon,Ice,Dragon,Ice"
0645,Landorus,https://pokemondb.net/pokedex/landorus,1.5 m (4′11″),68.0 kg (149.9 lbs),"Ground,Flying,Ground,Flying"
0644,Zekrom,https://pokemondb.net/pokedex/zekrom,2.9 m (9′06″),345.0 kg (760.6 lbs),"Dragon,Electric"
0643,Reshiram,https://pokemondb.net/pokedex/reshiram,3.2 m (10′06″),330.0 kg (727.5 lbs),"Dragon,Fire"
0642,Thundurus,https://pokemondb.net/pokedex/thundurus,1.5 m (4′11″),61.0 kg (134.5 lbs),"Electric,Flying,Electric,Flying"
0641,Tornadus,https://pokemondb.net/pokedex/tornadus,1.5 m (4′11″),63.0 kg (138.9 lbs),"Flying,Flying"
0640,Virizion,https://pokemondb.net/pokedex/virizion,2.0 m (6′07″),200.0 kg (440.9 lbs),"Grass,Fighting"
0639,Terrakion,https://pokemondb.net/pokedex/terrakion,1.9 m (6′03″),260.0 kg (573.2 lbs),"Rock,Fighting"
0638,Cobalion,https://pokemondb.net/pokedex/cobalion,2.1 m (6′11″),250.0 kg (551.2 lbs),"Steel,Fighting"
0636,Larvesta,https://pokemondb.net/pokedex/larvesta,1.1 m (3′07″),28.8 kg (63.5 lbs),"Bug,Fire"
0635,Hydreigon,https://pokemondb.net/pokedex/hydreigon,1.8 m (5′11″),160.0 kg (352.7 lbs),"Dark,Dragon"
0637,Volcarona,https://pokemondb.net/pokedex/volcarona,1.6 m (5′03″),46.0 kg (101.4 lbs),"Bug,Fire"
0634,Zweilous,https://pokemondb.net/pokedex/zweilous,1.4 m (4′07″),50.0 kg (110.2 lbs),"Dark,Dragon"
0633,Deino,https://pokemondb.net/pokedex/deino,0.8 m (2′07″),17.3 kg (38.1 lbs),"Dark,Dragon"
0632,Durant,https://pokemondb.net/pokedex/durant,0.3 m (1′00″),33.0 kg (72.8 lbs),"Bug,Steel"
0630,Mandibuzz,https://pokemondb.net/pokedex/mandibuzz,1.2 m (3′11″),39.5 kg (87.1 lbs),"Dark,Flying"
0629,Vullaby,https://pokemondb.net/pokedex/vullaby,0.5 m (1′08″),9.0 kg (19.8 lbs),"Dark,Flying"
0631,Heatmor,https://pokemondb.net/pokedex/heatmor,1.4 m (4′07″),58.0 kg (127.9 lbs),Fire
0628,Braviary,https://pokemondb.net/pokedex/braviary,1.5 m (4′11″),41.0 kg (90.4 lbs),"Normal,Flying,Psychic,Flying"
0627,Rufflet,https://pokemondb.net/pokedex/rufflet,0.5 m (1′08″),10.5 kg (23.1 lbs),"Normal,Flying"
0626,Bouffalant,https://pokemondb.net/pokedex/bouffalant,1.6 m (5′03″),94.6 kg (208.6 lbs),Normal
0625,Bisharp,https://pokemondb.net/pokedex/bisharp,1.6 m (5′03″),70.0 kg (154.3 lbs),"Dark,Steel"
0624,Pawniard,https://pokemondb.net/pokedex/pawniard,0.5 m (1′08″),10.2 kg (22.5 lbs),"Dark,Steel"
0623,Golurk,https://pokemondb.net/pokedex/golurk,2.8 m (9′02″),330.0 kg (727.5 lbs),"Ground,Ghost"
0622,Golett,https://pokemondb.net/pokedex/golett,1.0 m (3′03″),92.0 kg (202.8 lbs),"Ground,Ghost"
0621,Druddigon,https://pokemondb.net/pokedex/druddigon,1.6 m (5′03″),139.0 kg (306.4 lbs),Dragon
0620,Mienshao,https://pokemondb.net/pokedex/mienshao,1.4 m (4′07″),35.5 kg (78.3 lbs),Fighting
0617,Accelgor,https://pokemondb.net/pokedex/accelgor,0.8 m (2′07″),25.3 kg (55.8 lbs),Bug
0619,Mienfoo,https://pokemondb.net/pokedex/mienfoo,0.9 m (2′11″),20.0 kg (44.1 lbs),Fighting
0618,Stunfisk,https://pokemondb.net/pokedex/stunfisk,0.7 m (2′04″),11.0 kg (24.3 lbs),"Ground,Electric,Ground,Steel"
0616,Shelmet,https://pokemondb.net/pokedex/shelmet,0.4 m (1′04″),7.7 kg (17.0 lbs),Bug
0615,Cryogonal,https://pokemondb.net/pokedex/cryogonal,1.1 m (3′07″),148.0 kg (326.3 lbs),Ice
0614,Beartic,https://pokemondb.net/pokedex/beartic,2.6 m (8′06″),260.0 kg (573.2 lbs),Ice
0613,Cubchoo,https://pokemondb.net/pokedex/cubchoo,0.5 m (1′08″),8.5 kg (18.7 lbs),Ice
0612,Haxorus,https://pokemondb.net/pokedex/haxorus,1.8 m (5′11″),105.5 kg (232.6 lbs),Dragon
0611,Fraxure,https://pokemondb.net/pokedex/fraxure,1.0 m (3′03″),36.0 kg (79.4 lbs),Dragon
0610,Axew,https://pokemondb.net/pokedex/axew,0.6 m (2′00″),18.0 kg (39.7 lbs),Dragon
0609,Chandelure,https://pokemondb.net/pokedex/chandelure,1.0 m (3′03″),34.3 kg (75.6 lbs),"Ghost,Fire"
0602,Tynamo,https://pokemondb.net/pokedex/tynamo,0.2 m (0′08″),0.3 kg (0.7 lbs),Electric
0603,Eelektrik,https://pokemondb.net/pokedex/eelektrik,1.2 m (3′11″),22.0 kg (48.5 lbs),Electric
0604,Eelektross,https://pokemondb.net/pokedex/eelektross,2.1 m (6′11″),80.5 kg (177.5 lbs),Electric
0608,Lampent,https://pokemondb.net/pokedex/lampent,0.6 m (2′00″),13.0 kg (28.7 lbs),"Ghost,Fire"
0607,Litwick,https://pokemondb.net/pokedex/litwick,0.3 m (1′00″),3.1 kg (6.8 lbs),"Ghost,Fire"
0601,Klinklang,https://pokemondb.net/pokedex/klinklang,0.6 m (2′00″),81.0 kg (178.6 lbs),Steel
0605,Elgyem,https://pokemondb.net/pokedex/elgyem,0.5 m (1′08″),9.0 kg (19.8 lbs),Psychic
0599,Klink,https://pokemondb.net/pokedex/klink,0.3 m (1′00″),21.0 kg (46.3 lbs),Steel
0600,Klang,https://pokemondb.net/pokedex/klang,0.6 m (2′00″),51.0 kg (112.4 lbs),Steel
0596,Galvantula,https://pokemondb.net/pokedex/galvantula,0.8 m (2′07″),14.3 kg (31.5 lbs),"Bug,Electric"
0597,Ferroseed,https://pokemondb.net/pokedex/ferroseed,0.6 m (2′00″),18.8 kg (41.4 lbs),"Grass,Steel"
0598,Ferrothorn,https://pokemondb.net/pokedex/ferrothorn,1.0 m (3′03″),110.0 kg (242.5 lbs),"Grass,Steel"
0594,Alomomola,https://pokemondb.net/pokedex/alomomola,1.2 m (3′11″),31.6 kg (69.7 lbs),Water
0593,Jellicent,https://pokemondb.net/pokedex/jellicent,2.2 m (7′03″),135.0 kg (297.6 lbs),"Water,Ghost"
0584,Vanilluxe,https://pokemondb.net/pokedex/vanilluxe,1.3 m (4′03″),57.5 kg (126.8 lbs),Ice
0583,Vanillish,https://pokemondb.net/pokedex/vanillish,1.1 m (3′07″),41.0 kg (90.4 lbs),Ice
0582,Vanillite,https://pokemondb.net/pokedex/vanillite,0.4 m (1′04″),5.7 kg (12.6 lbs),Ice
0606,Beheeyem,https://pokemondb.net/pokedex/beheeyem,1.0 m (3′03″),34.5 kg (76.1 lbs),Psychic
0595,Joltik,https://pokemondb.net/pokedex/joltik,0.1 m (0′04″),0.6 kg (1.3 lbs),"Bug,Electric"
0581,Swanna,https://pokemondb.net/pokedex/swanna,1.3 m (4′03″),24.2 kg (53.4 lbs),"Water,Flying"
0577,Solosis,https://pokemondb.net/pokedex/solosis,0.3 m (1′00″),1.0 kg (2.2 lbs),Psychic
0576,Gothitelle,https://pokemondb.net/pokedex/gothitelle,1.5 m (4′11″),44.0 kg (97.0 lbs),Psychic
0575,Gothorita,https://pokemondb.net/pokedex/gothorita,0.7 m (2′04″),18.0 kg (39.7 lbs),Psychic
0574,Gothita,https://pokemondb.net/pokedex/gothita,0.4 m (1′04″),5.8 kg (12.8 lbs),Psychic
0573,Cinccino,https://pokemondb.net/pokedex/cinccino,0.5 m (1′08″),7.5 kg (16.5 lbs),Normal
0580,Ducklett,https://pokemondb.net/pokedex/ducklett,0.5 m (1′08″),5.5 kg (12.1 lbs),"Water,Flying"
0578,Duosion,https://pokemondb.net/pokedex/duosion,0.6 m (2′00″),8.0 kg (17.6 lbs),Psychic
0579,Reuniclus,https://pokemondb.net/pokedex/reuniclus,1.0 m (3′03″),20.1 kg (44.3 lbs),Psychic
0571,Zoroark,https://pokemondb.net/pokedex/zoroark,1.6 m (5′03″),81.1 kg (178.8 lbs),"Dark,Normal,Ghost"
0568,Trubbish,https://pokemondb.net/pokedex/trubbish,0.6 m (2′00″),31.0 kg (68.3 lbs),Poison
0567,Archeops,https://pokemondb.net/pokedex/archeops,1.4 m (4′07″),32.0 kg (70.5 lbs),"Rock,Flying"
0566,Archen,https://pokemondb.net/pokedex/archen,0.5 m (1′08″),9.5 kg (20.9 lbs),"Rock,Flying"
0572,Minccino,https://pokemondb.net/pokedex/minccino,0.4 m (1′04″),5.8 kg (12.8 lbs),Normal
0570,Zorua,https://pokemondb.net/pokedex/zorua,0.7 m (2′04″),12.5 kg (27.6 lbs),"Dark,Normal,Ghost"
0565,Carracosta,https://pokemondb.net/pokedex/carracosta,1.2 m (3′11″),81.0 kg (178.6 lbs),"Water,Rock"
0564,Tirtouga,https://pokemondb.net/pokedex/tirtouga,0.7 m (2′04″),16.5 kg (36.4 lbs),"Water,Rock"
0569,Garbodor,https://pokemondb.net/pokedex/garbodor,1.9 m (6′03″),107.3 kg (236.6 lbs),Poison
0563,Cofagrigus,https://pokemondb.net/pokedex/cofagrigus,1.7 m (5′07″),76.5 kg (168.7 lbs),Ghost
0562,Yamask,https://pokemondb.net/pokedex/yamask,0.5 m (1′08″),1.5 kg (3.3 lbs),"Ghost,Ground,Ghost"
0561,Sigilyph,https://pokemondb.net/pokedex/sigilyph,1.4 m (4′07″),14.0 kg (30.9 lbs),"Psychic,Flying"
0560,Scrafty,https://pokemondb.net/pokedex/scrafty,1.1 m (3′07″),30.0 kg (66.1 lbs),"Dark,Fighting"
0559,Scraggy,https://pokemondb.net/pokedex/scraggy,0.6 m (2′00″),11.8 kg (26.0 lbs),"Dark,Fighting"
0557,Dwebble,https://pokemondb.net/pokedex/dwebble,0.3 m (1′00″),14.5 kg (32.0 lbs),"Bug,Rock"
0558,Crustle,https://pokemondb.net/pokedex/crustle,1.4 m (4′07″),200.0 kg (440.9 lbs),"Bug,Rock"
0556,Maractus,https://pokemondb.net/pokedex/maractus,1.0 m (3′03″),28.0 kg (61.7 lbs),Grass
0555,Darmanitan,https://pokemondb.net/pokedex/darmanitan,1.3 m (4′03″),92.9 kg (204.8 lbs),"Fire,Fire,Psychic,Ice,Ice,Fire"
0554,Darumaka,https://pokemondb.net/pokedex/darumaka,0.6 m (2′00″),37.5 kg (82.7 lbs),"Fire,Ice"
0553,Krookodile,https://pokemondb.net/pokedex/krookodile,1.5 m (4′11″),96.3 kg (212.3 lbs),"Ground,Dark"
0552,Krokorok,https://pokemondb.net/pokedex/krokorok,1.0 m (3′03″),33.4 kg (73.6 lbs),"Ground,Dark"
0551,Sandile,https://pokemondb.net/pokedex/sandile,0.7 m (2′04″),15.2 kg (33.5 lbs),"Ground,Dark"
0550,Basculin,https://pokemondb.net/pokedex/basculin,1.0 m (3′03″),18.0 kg (39.7 lbs),"Water,Water,Water"
0549,Lilligant,https://pokemondb.net/pokedex/lilligant,1.1 m (3′07″),16.3 kg (35.9 lbs),"Grass,Grass,Fighting"
0548,Petilil,https://pokemondb.net/pokedex/petilil,0.5 m (1′08″),6.6 kg (14.6 lbs),Grass
0547,Whimsicott,https://pokemondb.net/pokedex/whimsicott,0.7 m (2′04″),6.6 kg (14.6 lbs),"Grass,Fairy"
0546,Cottonee,https://pokemondb.net/pokedex/cottonee,0.3 m (1′00″),0.6 kg (1.3 lbs),"Grass,Fairy"
0544,Whirlipede,https://pokemondb.net/pokedex/whirlipede,1.2 m (3′11″),58.5 kg (129.0 lbs),"Bug,Poison"
0545,Scolipede,https://pokemondb.net/pokedex/scolipede,2.5 m (8′02″),200.5 kg (442.0 lbs),"Bug,Poison"
0539,Sawk,https://pokemondb.net/pokedex/sawk,1.4 m (4′07″),51.0 kg (112.4 lbs),Fighting
0538,Throh,https://pokemondb.net/pokedex/throh,1.3 m (4′03″),55.5 kg (122.4 lbs),Fighting
0542,Leavanny,https://pokemondb.net/pokedex/leavanny,1.2 m (3′11″),20.5 kg (45.2 lbs),"Bug,Grass"
0536,Palpitoad,https://pokemondb.net/pokedex/palpitoad,0.8 m (2′07″),17.0 kg (37.5 lbs),"Water,Ground"
0537,Seismitoad,https://pokemondb.net/pokedex/seismitoad,1.5 m (4′11″),62.0 kg (136.7 lbs),"Water,Ground"
0534,Conkeldurr,https://pokemondb.net/pokedex/conkeldurr,1.4 m (4′07″),87.0 kg (191.8 lbs),Fighting
0540,Sewaddle,https://pokemondb.net/pokedex/sewaddle,0.3 m (1′00″),2.5 kg (5.5 lbs),"Bug,Grass"
0535,Tympole,https://pokemondb.net/pokedex/tympole,0.5 m (1′08″),4.5 kg (9.9 lbs),Water
0533,Gurdurr,https://pokemondb.net/pokedex/gurdurr,1.2 m (3′11″),40.0 kg (88.2 lbs),Fighting
0528,Swoobat,https://pokemondb.net/pokedex/swoobat,0.9 m (2′11″),10.5 kg (23.1 lbs),"Psychic,Flying"
0529,Drilbur,https://pokemondb.net/pokedex/drilbur,0.3 m (1′00″),8.5 kg (18.7 lbs),Ground
0531,Audino,https://pokemondb.net/pokedex/audino,1.1 m (3′07″),31.0 kg (68.3 lbs),"Normal,Normal,Fairy"
0532,Timburr,https://pokemondb.net/pokedex/timburr,0.6 m (2′00″),12.5 kg (27.6 lbs),Fighting
0530,Excadrill,https://pokemondb.net/pokedex/excadrill,0.7 m (2′04″),40.4 kg (89.1 lbs),"Ground,Steel"
0543,Venipede,https://pokemondb.net/pokedex/venipede,0.4 m (1′04″),5.3 kg (11.7 lbs),"Bug,Poison"
0527,Woobat,https://pokemondb.net/pokedex/woobat,0.4 m (1′04″),2.1 kg (4.6 lbs),"Psychic,Flying"
0541,Swadloon,https://pokemondb.net/pokedex/swadloon,0.5 m (1′08″),7.3 kg (16.1 lbs),"Bug,Grass"
0526,Gigalith,https://pokemondb.net/pokedex/gigalith,1.7 m (5′07″),260.0 kg (573.2 lbs),Rock
0524,Roggenrola,https://pokemondb.net/pokedex/roggenrola,0.4 m (1′04″),18.0 kg (39.7 lbs),Rock
0525,Boldore,https://pokemondb.net/pokedex/boldore,0.9 m (2′11″),102.0 kg (224.9 lbs),Rock
0523,Zebstrika,https://pokemondb.net/pokedex/zebstrika,1.6 m (5′03″),79.5 kg (175.3 lbs),Electric
0522,Blitzle,https://pokemondb.net/pokedex/blitzle,0.8 m (2′07″),29.8 kg (65.7 lbs),Electric
0521,Unfezant,https://pokemondb.net/pokedex/unfezant,1.2 m (3′11″),29.0 kg (63.9 lbs),"Normal,Flying"
0520,Tranquill,https://pokemondb.net/pokedex/tranquill,0.6 m (2′00″),15.0 kg (33.1 lbs),"Normal,Flying"
0519,Pidove,https://pokemondb.net/pokedex/pidove,0.3 m (1′00″),2.1 kg (4.6 lbs),"Normal,Flying"
0518,Musharna,https://pokemondb.net/pokedex/musharna,1.1 m (3′07″),60.5 kg (133.4 lbs),Psychic
0516,Simipour,https://pokemondb.net/pokedex/simipour,1.0 m (3′03″),29.0 kg (63.9 lbs),Water
0517,Munna,https://pokemondb.net/pokedex/munna,0.6 m (2′00″),23.3 kg (51.4 lbs),Psychic
0515,Panpour,https://pokemondb.net/pokedex/panpour,0.6 m (2′00″),13.5 kg (29.8 lbs),Water
0513,Pansear,https://pokemondb.net/pokedex/pansear,0.6 m (2′00″),11.0 kg (24.3 lbs),Fire
0512,Simisage,https://pokemondb.net/pokedex/simisage,1.1 m (3′07″),30.5 kg (67.2 lbs),Grass
0511,Pansage,https://pokemondb.net/pokedex/pansage,0.6 m (2′00″),10.5 kg (23.1 lbs),Grass
0514,Simisear,https://pokemondb.net/pokedex/simisear,1.0 m (3′03″),28.0 kg (61.7 lbs),Fire
0510,Liepard,https://pokemondb.net/pokedex/liepard,1.1 m (3′07″),37.5 kg (82.7 lbs),Dark
0499,Pignite,https://pokemondb.net/pokedex/pignite,1.0 m (3′03″),55.5 kg (122.4 lbs),"Fire,Fighting"
0509,Purrloin,https://pokemondb.net/pokedex/purrloin,0.4 m (1′04″),10.1 kg (22.3 lbs),Dark
0508,Stoutland,https://pokemondb.net/pokedex/stoutland,1.2 m (3′11″),61.0 kg (134.5 lbs),Normal
0498,Tepig,https://pokemondb.net/pokedex/tepig,0.5 m (1′08″),9.9 kg (21.8 lbs),Fire
0497,Serperior,https://pokemondb.net/pokedex/serperior,3.3 m (10′10″),63.0 kg (138.9 lbs),Grass
0495,Snivy,https://pokemondb.net/pokedex/snivy,0.6 m (2′00″),8.1 kg (17.9 lbs),Grass
0496,Servine,https://pokemondb.net/pokedex/servine,0.8 m (2′07″),16.0 kg (35.3 lbs),Grass
0493,Arceus,https://pokemondb.net/pokedex/arceus,3.2 m (10′06″),320.0 kg (705.5 lbs),Normal
0494,Victini,https://pokemondb.net/pokedex/victini,0.4 m (1′04″),4.0 kg (8.8 lbs),"Psychic,Fire"
0491,Darkrai,https://pokemondb.net/pokedex/darkrai,1.5 m (4′11″),50.5 kg (111.3 lbs),Dark
0492,Shaymin,https://pokemondb.net/pokedex/shaymin,0.2 m (0′08″),2.1 kg (4.6 lbs),"Grass,Grass,Flying"
0490,Manaphy,https://pokemondb.net/pokedex/manaphy,0.3 m (1′00″),1.4 kg (3.1 lbs),Water
0489,Phione,https://pokemondb.net/pokedex/phione,0.4 m (1′04″),3.1 kg (6.8 lbs),Water
0488,Cresselia,https://pokemondb.net/pokedex/cresselia,1.5 m (4′11″),85.6 kg (188.7 lbs),Psychic
0487,Giratina,https://pokemondb.net/pokedex/giratina,4.5 m (14′09″),750.0 kg (1653.5 lbs),"Ghost,Dragon,Ghost,Dragon"
0486,Regigigas,https://pokemondb.net/pokedex/regigigas,3.7 m (12′02″),420.0 kg (925.9 lbs),Normal
0485,Heatran,https://pokemondb.net/pokedex/heatran,1.7 m (5′07″),430.0 kg (948.0 lbs),"Fire,Steel"
0484,Palkia,https://pokemondb.net/pokedex/palkia,4.2 m (13′09″),336.0 kg (740.8 lbs),"Water,Dragon,Water,Dragon"
0483,Dialga,https://pokemondb.net/pokedex/dialga,5.4 m (17′09″),683.0 kg (1505.8 lbs),"Steel,Dragon,Steel,Dragon"
0482,Azelf,https://pokemondb.net/pokedex/azelf,0.3 m (1′00″),0.3 kg (0.7 lbs),Psychic
0480,Uxie,https://pokemondb.net/pokedex/uxie,0.3 m (1′00″),0.3 kg (0.7 lbs),Psychic
0481,Mesprit,https://pokemondb.net/pokedex/mesprit,0.3 m (1′00″),0.3 kg (0.7 lbs),Psychic
0479,Rotom,https://pokemondb.net/pokedex/rotom,0.3 m (1′00″),0.3 kg (0.7 lbs),"Electric,Ghost,Electric,Fire,Electric,Water,Electric,Ice,Electric,Flying,Electric,Grass"
0478,Froslass,https://pokemondb.net/pokedex/froslass,1.3 m (4′03″),26.6 kg (58.6 lbs),"Ice,Ghost"
0477,Dusknoir,https://pokemondb.net/pokedex/dusknoir,2.2 m (7′03″),106.6 kg (235.0 lbs),Ghost
0476,Probopass,https://pokemondb.net/pokedex/probopass,1.4 m (4′07″),340.0 kg (749.6 lbs),"Rock,Steel"
0475,Gallade,https://pokemondb.net/pokedex/gallade,1.6 m (5′03″),52.0 kg (114.6 lbs),"Psychic,Fighting,Psychic,Fighting"
0469,Yanmega,https://pokemondb.net/pokedex/yanmega,1.9 m (6′03″),51.5 kg (113.5 lbs),"Bug,Flying"
0468,Togekiss,https://pokemondb.net/pokedex/togekiss,1.5 m (4′11″),38.0 kg (83.8 lbs),"Fairy,Flying"
0473,Mamoswine,https://pokemondb.net/pokedex/mamoswine,2.5 m (8′02″),291.0 kg (641.5 lbs),"Ice,Ground"
0470,Leafeon,https://pokemondb.net/pokedex/leafeon,1.0 m (3′03″),25.5 kg (56.2 lbs),Grass
0472,Gliscor,https://pokemondb.net/pokedex/gliscor,2.0 m (6′07″),42.5 kg (93.7 lbs),"Ground,Flying"
0466,Electivire,https://pokemondb.net/pokedex/electivire,1.8 m (5′11″),138.6 kg (305.6 lbs),Electric
0471,Glaceon,https://pokemondb.net/pokedex/glaceon,0.8 m (2′07″),25.9 kg (57.1 lbs),Ice
0464,Rhyperior,https://pokemondb.net/pokedex/rhyperior,2.4 m (7′10″),282.8 kg (623.5 lbs),"Ground,Rock"
0465,Tangrowth,https://pokemondb.net/pokedex/tangrowth,2.0 m (6′07″),128.6 kg (283.5 lbs),Grass
0462,Magnezone,https://pokemondb.net/pokedex/magnezone,1.2 m (3′11″),180.0 kg (396.8 lbs),"Electric,Steel"
0463,Lickilicky,https://pokemondb.net/pokedex/lickilicky,1.7 m (5′07″),140.0 kg (308.6 lbs),Normal
0459,Snover,https://pokemondb.net/pokedex/snover,1.0 m (3′03″),50.5 kg (111.3 lbs),"Grass,Ice"
0474,Porygon-Z,https://pokemondb.net/pokedex/porygon-z,0.9 m (2′11″),34.0 kg (75.0 lbs),Normal
0458,Mantyke,https://pokemondb.net/pokedex/mantyke,1.0 m (3′03″),65.0 kg (143.3 lbs),"Water,Flying"
0457,Lumineon,https://pokemondb.net/pokedex/lumineon,1.2 m (3′11″),24.0 kg (52.9 lbs),Water
0460,Abomasnow,https://pokemondb.net/pokedex/abomasnow,2.2 m (7′03″),135.5 kg (298.7 lbs),"Grass,Ice,Grass,Ice"
0467,Magmortar,https://pokemondb.net/pokedex/magmortar,1.6 m (5′03″),68.0 kg (149.9 lbs),Fire
0461,Weavile,https://pokemondb.net/pokedex/weavile,1.1 m (3′07″),34.0 kg (75.0 lbs),"Dark,Ice"
0450,Hippowdon,https://pokemondb.net/pokedex/hippowdon,2.0 m (6′07″),300.0 kg (661.4 lbs),Ground
0449,Hippopotas,https://pokemondb.net/pokedex/hippopotas,0.8 m (2′07″),49.5 kg (109.1 lbs),Ground
0448,Lucario,https://pokemondb.net/pokedex/lucario,1.2 m (3′11″),54.0 kg (119.0 lbs),"Fighting,Steel,Fighting,Steel"
0456,Finneon,https://pokemondb.net/pokedex/finneon,0.4 m (1′04″),7.0 kg (15.4 lbs),Water
0447,Riolu,https://pokemondb.net/pokedex/riolu,0.7 m (2′04″),20.2 kg (44.5 lbs),Fighting
0446,Munchlax,https://pokemondb.net/pokedex/munchlax,0.6 m (2′00″),105.0 kg (231.5 lbs),Normal
0445,Garchomp,https://pokemondb.net/pokedex/garchomp,1.9 m (6′03″),95.0 kg (209.4 lbs),"Dragon,Ground,Dragon,Ground"
0443,Gible,https://pokemondb.net/pokedex/gible,0.7 m (2′04″),20.5 kg (45.2 lbs),"Dragon,Ground"
0441,Chatot,https://pokemondb.net/pokedex/chatot,0.5 m (1′08″),1.9 kg (4.2 lbs),"Normal,Flying"
0440,Happiny,https://pokemondb.net/pokedex/happiny,0.6 m (2′00″),24.4 kg (53.8 lbs),Normal
0444,Gabite,https://pokemondb.net/pokedex/gabite,1.4 m (4′07″),56.0 kg (123.5 lbs),"Dragon,Ground"
0439,Mime Jr.,https://pokemondb.net/pokedex/mime-jr,0.6 m (2′00″),13.0 kg (28.7 lbs),"Psychic,Fairy"
0438,Bonsly,https://pokemondb.net/pokedex/bonsly,0.5 m (1′08″),15.0 kg (33.1 lbs),Rock
0437,Bronzong,https://pokemondb.net/pokedex/bronzong,1.3 m (4′03″),187.0 kg (412.3 lbs),"Steel,Psychic"
0442,Spiritomb,https://pokemondb.net/pokedex/spiritomb,1.0 m (3′03″),108.0 kg (238.1 lbs),"Ghost,Dark"
0436,Bronzor,https://pokemondb.net/pokedex/bronzor,0.5 m (1′08″),60.5 kg (133.4 lbs),"Steel,Psychic"
0429,Mismagius,https://pokemondb.net/pokedex/mismagius,0.9 m (2′11″),4.4 kg (9.7 lbs),Ghost
0435,Skuntank,https://pokemondb.net/pokedex/skuntank,1.0 m (3′03″),38.0 kg (83.8 lbs),"Poison,Dark"
0434,Stunky,https://pokemondb.net/pokedex/stunky,0.4 m (1′04″),19.2 kg (42.3 lbs),"Poison,Dark"
0433,Chingling,https://pokemondb.net/pokedex/chingling,0.2 m (0′08″),0.6 kg (1.3 lbs),Psychic
0432,Purugly,https://pokemondb.net/pokedex/purugly,1.0 m (3′03″),43.8 kg (96.6 lbs),Normal
0430,Honchkrow,https://pokemondb.net/pokedex/honchkrow,0.9 m (2′11″),27.3 kg (60.2 lbs),"Dark,Flying"
0431,Glameow,https://pokemondb.net/pokedex/glameow,0.5 m (1′08″),3.9 kg (8.6 lbs),Normal
0428,Lopunny,https://pokemondb.net/pokedex/lopunny,1.2 m (3′11″),33.3 kg (73.4 lbs),"Normal,Normal,Fighting"
0424,Ambipom,https://pokemondb.net/pokedex/ambipom,1.2 m (3′11″),20.3 kg (44.8 lbs),Normal
0423,Gastrodon,https://pokemondb.net/pokedex/gastrodon,0.9 m (2′11″),29.9 kg (65.9 lbs),"Water,Ground"
0421,Cherrim,https://pokemondb.net/pokedex/cherrim,0.5 m (1′08″),9.3 kg (20.5 lbs),Grass
0422,Shellos,https://pokemondb.net/pokedex/shellos,0.3 m (1′00″),6.3 kg (13.9 lbs),Water
0420,Cherubi,https://pokemondb.net/pokedex/cherubi,0.4 m (1′04″),3.3 kg (7.3 lbs),Grass
0419,Floatzel,https://pokemondb.net/pokedex/floatzel,1.1 m (3′07″),33.5 kg (73.9 lbs),Water
0418,Buizel,https://pokemondb.net/pokedex/buizel,0.7 m (2′04″),29.5 kg (65.0 lbs),Water
0417,Pachirisu,https://pokemondb.net/pokedex/pachirisu,0.4 m (1′04″),3.9 kg (8.6 lbs),Electric
0411,Bastiodon,https://pokemondb.net/pokedex/bastiodon,1.3 m (4′03″),149.5 kg (329.6 lbs),"Rock,Steel"
0412,Burmy,https://pokemondb.net/pokedex/burmy,0.2 m (0′08″),3.4 kg (7.5 lbs),"Bug,Bug,Bug"
0409,Rampardos,https://pokemondb.net/pokedex/rampardos,1.6 m (5′03″),102.5 kg (226.0 lbs),Rock
0415,Combee,https://pokemondb.net/pokedex/combee,0.3 m (1′00″),5.5 kg (12.1 lbs),"Bug,Flying"
0416,Vespiquen,https://pokemondb.net/pokedex/vespiquen,1.2 m (3′11″),38.5 kg (84.9 lbs),"Bug,Flying"
0414,Mothim,https://pokemondb.net/pokedex/mothim,0.9 m (2′11″),23.3 kg (51.4 lbs),"Bug,Flying"
0413,Wormadam,https://pokemondb.net/pokedex/wormadam,0.5 m (1′08″),6.5 kg (14.3 lbs),"Bug,Grass,Bug,Ground,Bug,Steel"
0408,Cranidos,https://pokemondb.net/pokedex/cranidos,0.9 m (2′11″),31.5 kg (69.4 lbs),Rock
0410,Shieldon,https://pokemondb.net/pokedex/shieldon,0.5 m (1′08″),57.0 kg (125.7 lbs),"Rock,Steel"
0407,Roserade,https://pokemondb.net/pokedex/roserade,0.9 m (2′11″),14.5 kg (32.0 lbs),"Grass,Poison"
0406,Budew,https://pokemondb.net/pokedex/budew,0.2 m (0′08″),1.2 kg (2.6 lbs),"Grass,Poison"
0405,Luxray,https://pokemondb.net/pokedex/luxray,1.4 m (4′07″),42.0 kg (92.6 lbs),Electric
0404,Luxio,https://pokemondb.net/pokedex/luxio,0.9 m (2′11″),30.5 kg (67.2 lbs),Electric
